Unnamed: 0,year,region,installed,technology,agent,category,sector,fuel_consumption_costs
990,2025,R1,2025,gasCCGT,A1,retrofit,power,0.061776939
991,2030,R1,2030,gasboiler,A3,newcapa,residential,0
992,2050,R1,2045,gasboiler,A2,newcapa,residential,0
993,2045,R1,2030,windturbine,A1,retrofit,power,0
994,2045,R1,2025,gasCCGT,A1,retrofit,power,0
995,2050,R1,2040,gasboiler,A3,retrofit,residential,0
996,2045,R1,2025,windturbine,A1,newcapa,power,0
997,2045,R1,2035,gasboiler,A1,retrofit,residential,0
998,2035,R1,2030,heatpump,A2,retrofit,residential,0
999,2040,R1,2035,gasboiler,A3,retrofit,residential,0.230951679
1000,2060,R1,2050,gasboiler,A2,newcapa,residential,0
1001,2040,R1,2030,gasboiler,A3,retrofit,residential,0.464872213
1002,2055,R1,2045,gasboiler,A2,newcapa,residential,0
1003,2060,R1,2025,gasboiler,A1,newcapa,residential,0
1004,2040,R1,2040,gasboiler,A1,retrofit,residential,0
1005,2060,R1,2040,gasboiler,A1,newcapa,residential,0
1006,2035,R1,2025,gasboiler,A3,retrofit,residential,0
1007,2060,R1,2035,gasboiler,A1,newcapa,residential,0
1008,2035,R1,2035,gasboiler,A3,newcapa,residential,0
1009,2045,R1,2025,gasboiler,A3,retrofit,residential,0
1010,2050,R1,2025,windturbine,A1,newcapa,power,0
1011,2060,R1,2040,gasboiler,A3,newcapa,residential,0
1012,2055,R1,2025,gasboiler,A2,retrofit,residential,2.88E-09
1013,2035,R1,2030,heatpump,A1,retrofit,residential,0
1014,2030,R1,2030,heatpump,A1,retrofit,residential,0
1015,2045,R1,2025,gasboiler,A3,retrofit,residential,8.80E-09
1016,2060,R1,2050,gasboiler,A2,retrofit,residential,138.659.596.619
1017,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1018,2025,R1,2025,gasboiler,A3,retrofit,residential,0
1019,2050,R1,2025,gasCCGT,A1,newcapa,power,0
1020,2055,R1,2035,gasboiler,A2,newcapa,residential,0
1021,2030,R1,2025,heatpump,A1,retrofit,residential,0
1022,2040,R1,2025,gasboiler,A3,retrofit,residential,6.96E-05
1023,2045,R1,2045,gasboiler,A2,newcapa,residential,0
1024,2045,R1,2025,gasboiler,A1,retrofit,residential,3.52E-09
1025,2030,R1,2030,heatpump,A2,retrofit,residential,0
1026,2035,R1,2025,gasCCGT,A1,retrofit,power,6.20E-05
1027,2050,R1,2040,gasboiler,A3,retrofit,residential,127.763.164.896
1028,2060,R1,2050,gasboiler,A2,retrofit,residential,464.257.668.596
1029,2055,R1,2045,gasboiler,A2,retrofit,residential,0
1030,2035,R1,2025,gasboiler,A1,retrofit,residential,0.277750126
1031,2045,R1,2025,gasCCGT,A1,retrofit,power,0
1032,2055,R1,2025,windturbine,A1,newcapa,power,0
1033,2025,R1,2025,gasboiler,A3,retrofit,residential,0
1034,2055,R1,2035,gasboiler,A2,newcapa,residential,0
1035,2045,R1,2025,gasboiler,A1,retrofit,residential,0
1036,2055,R1,2055,gasboiler,A2,retrofit,residential,0
1037,2030,R1,2025,windturbine,A1,retrofit,power,0
1038,2045,R1,2045,gasboiler,A2,retrofit,residential,0
1039,2055,R1,2050,gasboiler,A3,newcapa,residential,0
1040,2060,R1,2055,gasboiler,A2,newcapa,residential,0
1041,2060,R1,2025,gasboiler,A2,retrofit,residential,7.54E-05
1042,2060,R1,2045,gasboiler,A1,newcapa,residential,0
1043,2050,R1,2025,windturbine,A1,retrofit,power,0
1044,2045,R1,2025,gasCCGT,A1,retrofit,power,0
1045,2055,R1,2050,gasboiler,A2,newcapa,residential,0
1046,2030,R1,2025,gasboiler,A1,retrofit,residential,731.524.371.281
1047,2050,R1,2025,windturbine,A1,newcapa,power,0
1048,2030,R1,2025,gasCCGT,A1,retrofit,power,0
1049,2050,R1,2025,gasboiler,A2,newcapa,residential,0
1050,2060,R1,2055,gasboiler,A2,newcapa,residential,0
1051,2030,R1,2025,windturbine,A1,newcapa,power,0
1052,2050,R1,2040,gasboiler,A1,retrofit,residential,0.722791348
1053,2025,R1,2025,gasboiler,A1,retrofit,residential,0.253651262
1054,2055,R1,2045,gasboiler,A2,retrofit,residential,216.877.828.357
1055,2035,R1,2025,windturbine,A1,newcapa,power,0
1056,2055,R1,2025,windturbine,A1,newcapa,power,0
1057,2045,R1,2030,windturbine,A1,newcapa,power,0
1058,2060,R1,2025,gasboiler,A1,retrofit,residential,0
1059,2060,R1,2040,gasboiler,A2,newcapa,residential,0
1060,2035,R1,2025,gasboiler,A2,retrofit,residential,0
1061,2050,R1,2045,gasboiler,A1,retrofit,residential,0
1062,2045,R1,2025,gasboiler,A1,retrofit,residential,2.77E-05
1063,2060,R1,2025,gasCCGT,A1,retrofit,power,0
1064,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1065,2055,R1,2045,gasboiler,A1,retrofit,residential,122.963.123.183
1066,2030,R1,2025,gasboiler,A1,retrofit,residential,1.18E-05
1067,2040,R1,2025,windturbine,A1,retrofit,power,0
1068,2050,R1,2050,gasboiler,A1,retrofit,residential,0
1069,2055,R1,2025,gasboiler,A1,newcapa,residential,0
1070,2040,R1,2030,heatpump,A2,retrofit,residential,0
1071,2060,R1,2050,gasboiler,A1,newcapa,residential,0
1072,2045,R1,2025,gasboiler,A2,retrofit,residential,0
1073,2055,R1,2025,gasboiler,A1,retrofit,residential,3.84E-09
1074,2045,R1,2025,windturbine,A1,retrofit,power,0
1075,2030,R1,2025,heatpump,A1,retrofit,residential,0
1076,2035,R1,2025,windturbine,A1,newcapa,power,0
1077,2055,R1,2025,gasboiler,A2,retrofit,residential,9.57E-09
1078,2060,R1,2035,gasboiler,A2,newcapa,residential,0
1079,2055,R1,2025,windturbine,A1,newcapa,power,0
1080,2030,R1,2025,gasboiler,A3,retrofit,residential,0
1081,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1082,2040,R1,2040,gasboiler,A2,retrofit,residential,0
1083,2030,R1,2025,gasboiler,A3,retrofit,residential,16.353.061.852
1084,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1085,2045,R1,2025,gasboiler,A3,retrofit,residential,0
1086,2040,R1,2030,windturbine,A1,newcapa,power,0
1087,2060,R1,2025,gasboiler,A1,retrofit,residential,1.01E-03
1088,2040,R1,2040,gasboiler,A2,retrofit,residential,0
1089,2030,R1,2025,gasboiler,A1,retrofit,residential,0
1090,2060,R1,2035,gasboiler,A3,newcapa,residential,0
1091,2040,R1,2025,gasboiler,A1,retrofit,residential,3.52E-09
1092,2030,R1,2025,windturbine,A1,retrofit,power,0
1093,2035,R1,2035,gasboiler,A2,newcapa,residential,0
1094,2055,R1,2030,windturbine,A1,newcapa,power,0
1095,2060,R1,2025,gasboiler,A3,newcapa,residential,0
1096,2060,R1,2060,gasboiler,A2,retrofit,residential,0
1097,2050,R1,2040,gasboiler,A2,retrofit,residential,0.542093511
1098,2030,R1,2030,heatpump,A1,retrofit,residential,0
1099,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1100,2050,R1,2040,gasboiler,A2,retrofit,residential,0
1101,2025,R1,2025,windturbine,A1,newcapa,power,0
1102,2035,R1,2035,gasboiler,A1,newcapa,residential,0
1103,2040,R1,2025,windturbine,A1,retrofit,power,0
1104,2040,R1,2025,windturbine,A1,retrofit,power,0
1105,2045,R1,2025,gasCCGT,A1,retrofit,power,0
1106,2025,R1,2025,gasCCGT,A1,newcapa,power,0
1107,2025,R1,2025,gasCCGT,A1,retrofit,power,0
1108,2025,R1,2025,windturbine,A1,retrofit,power,0
1109,2045,R1,2025,gasboiler,A3,retrofit,residential,0
1110,2060,R1,2055,gasboiler,A1,newcapa,residential,0
1111,2030,R1,2025,gasboiler,A1,retrofit,residential,0
1112,2040,R1,2025,gasCCGT,A1,newcapa,power,0
1113,2050,R1,2025,windturbine,A1,newcapa,power,0
1114,2060,R1,2025,gasboiler,A3,retrofit,residential,7.54E-05
1115,2060,R1,2045,gasboiler,A3,newcapa,residential,0
1116,2025,R1,2025,gasboiler,A2,retrofit,residential,0
1117,2060,R1,2025,gasCCGT,A1,retrofit,power,0
1118,2050,R1,2025,gasCCGT,A1,retrofit,power,0
1119,2055,R1,2050,gasboiler,A3,newcapa,residential,0
1120,2035,R1,2030,windturbine,A1,retrofit,power,0
1121,2035,R1,2030,windturbine,A1,newcapa,power,0
1122,2025,R1,2025,gasboiler,A1,newcapa,residential,0
1123,2055,R1,2030,windturbine,A1,retrofit,power,0
1124,2040,R1,2035,gasboiler,A1,retrofit,residential,102.755.805.825
1125,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1126,2025,R1,2025,gasCCGT,A1,retrofit,power,0.061776939
1127,2045,R1,2025,gasCCGT,A1,retrofit,power,0
1128,2055,R1,2045,gasboiler,A3,newcapa,residential,0
1129,2040,R1,2040,gasboiler,A1,retrofit,residential,0
1130,2025,R1,2025,gasCCGT,A1,newcapa,power,0
1131,2055,R1,2045,gasboiler,A1,newcapa,residential,0
1132,2040,R1,2040,gasboiler,A3,newcapa,residential,0
1133,2050,R1,2045,gasboiler,A3,retrofit,residential,0
1134,2035,R1,2025,windturbine,A1,retrofit,power,0
1135,2055,R1,2025,gasboiler,A2,newcapa,residential,0
1136,2035,R1,2030,windturbine,A1,retrofit,power,0
1137,2035,R1,2030,windturbine,A1,retrofit,power,0
1138,2035,R1,2035,gasboiler,A3,retrofit,residential,0
1139,2040,R1,2030,heatpump,A2,retrofit,residential,0.051054006
1140,2055,R1,2035,gasboiler,A3,newcapa,residential,0
1141,2030,R1,2025,windturbine,A1,retrofit,power,0
1142,2045,R1,2025,windturbine,A1,retrofit,power,0
1143,2055,R1,2045,gasboiler,A2,newcapa,residential,0
1144,2025,R1,2025,gasboiler,A3,newcapa,residential,0
1145,2035,R1,2030,windturbine,A1,retrofit,power,0
1146,2050,R1,2035,gasboiler,A3,newcapa,residential,0
1147,2035,R1,2035,gasboiler,A2,retrofit,residential,0
1148,2040,R1,2040,gasboiler,A2,retrofit,residential,0
1149,2045,R1,2025,windturbine,A1,newcapa,power,0
1150,2030,R1,2025,gasboiler,A2,retrofit,residential,0
1151,2035,R1,2025,gasboiler,A2,retrofit,residential,2.64E-09
1152,2025,R1,2025,gasboiler,A2,retrofit,residential,0
1153,2045,R1,2025,gasCCGT,A1,newcapa,power,0
1154,2055,R1,2030,windturbine,A1,newcapa,power,0
1155,2055,R1,2045,gasboiler,A2,retrofit,residential,0.922223424
1156,2060,R1,2025,gasboiler,A2,newcapa,residential,0
1157,2050,R1,2045,gasboiler,A3,retrofit,residential,0
1158,2060,R1,2025,gasboiler,A2,newcapa,residential,0
1159,2060,R1,2045,gasboiler,A1,newcapa,residential,0
1160,2040,R1,2040,gasboiler,A1,newcapa,residential,0
1161,2040,R1,2035,gasboiler,A3,retrofit,residential,0.230951679
1162,2050,R1,2025,gasCCGT,A1,newcapa,power,0
1163,2055,R1,2045,gasboiler,A1,newcapa,residential,0
1164,2055,R1,2045,gasboiler,A2,newcapa,residential,0
1165,2035,R1,2030,windturbine,A1,retrofit,power,0
1166,2045,R1,2045,gasboiler,A1,newcapa,residential,0
1167,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1168,2055,R1,2050,gasboiler,A2,retrofit,residential,138.659.596.619
1169,2045,R1,2030,windturbine,A1,retrofit,power,0
1170,2045,R1,2030,windturbine,A1,retrofit,power,0
1171,2040,R1,2035,gasboiler,A1,retrofit,residential,0
1172,2060,R1,2025,gasCCGT,A1,retrofit,power,0
1173,2040,R1,2035,gasboiler,A1,retrofit,residential,0
1174,2035,R1,2025,gasboiler,A2,retrofit,residential,0
1175,2040,R1,2040,gasboiler,A2,retrofit,residential,0
1176,2045,R1,2030,windturbine,A1,newcapa,power,0
1177,2040,R1,2035,gasboiler,A2,retrofit,residential,0
1178,2040,R1,2030,windturbine,A1,newcapa,power,0
1179,2055,R1,2045,gasboiler,A3,newcapa,residential,0
1180,2035,R1,2035,gasboiler,A1,retrofit,residential,0
1181,2035,R1,2035,gasboiler,A2,newcapa,residential,0
1182,2045,R1,2035,gasboiler,A3,retrofit,residential,0.770668544
1183,2050,R1,2030,windturbine,A1,retrofit,power,0
1184,2040,R1,2030,gasboiler,A3,retrofit,residential,109.563.283.857
1185,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1186,2055,R1,2025,windturbine,A1,newcapa,power,0
1187,2025,R1,2025,gasCCGT,A1,newcapa,power,0
1188,2035,R1,2035,gasboiler,A1,retrofit,residential,0
1189,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1190,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1191,2030,R1,2025,windturbine,A1,newcapa,power,0
1192,2050,R1,2045,gasboiler,A3,retrofit,residential,0
1193,2040,R1,2040,gasboiler,A3,retrofit,residential,0
1194,2045,R1,2045,gasboiler,A1,retrofit,residential,0
1195,2025,R1,2025,gasCCGT,A1,retrofit,power,0.478862599
1196,2030,R1,2025,gasboiler,A1,retrofit,residential,0
1197,2060,R1,2025,gasboiler,A3,newcapa,residential,0
1198,2050,R1,2040,gasboiler,A2,retrofit,residential,0
1199,2035,R1,2025,gasboiler,A1,retrofit,residential,731.840.144.522
1200,2050,R1,2035,gasboiler,A3,newcapa,residential,0
1201,2060,R1,2040,gasboiler,A2,newcapa,residential,0
1202,2060,R1,2040,gasboiler,A3,newcapa,residential,0
1203,2050,R1,2035,gasboiler,A2,newcapa,residential,0
1204,2050,R1,2040,gasboiler,A1,retrofit,residential,0
1205,2035,R1,2030,heatpump,A1,retrofit,residential,0
1206,2035,R1,2025,gasboiler,A1,retrofit,residential,3.53E-09
1207,2040,R1,2030,windturbine,A1,retrofit,power,0
1208,2045,R1,2030,windturbine,A1,newcapa,power,0
1209,2060,R1,2050,gasboiler,A1,retrofit,residential,619.010.224.795
1210,2055,R1,2045,gasboiler,A2,newcapa,residential,0
1211,2050,R1,2025,gasboiler,A1,newcapa,residential,0
1212,2035,R1,2030,gasboiler,A3,retrofit,residential,0
1213,2045,R1,2025,windturbine,A1,newcapa,power,0
1214,2040,R1,2030,windturbine,A1,newcapa,power,0
1215,2050,R1,2040,gasboiler,A2,newcapa,residential,0
1216,2060,R1,2050,gasboiler,A1,newcapa,residential,0
1217,2060,R1,2030,windturbine,A1,newcapa,power,0
1218,2055,R1,2055,gasboiler,A3,retrofit,residential,0
1219,2050,R1,2025,gasboiler,A3,retrofit,residential,0
1220,2040,R1,2025,windturbine,A1,newcapa,power,0
1221,2045,R1,2045,gasboiler,A3,retrofit,residential,0
1222,2050,R1,2040,gasboiler,A2,newcapa,residential,0
1223,2055,R1,2025,gasCCGT,A1,newcapa,power,0
1224,2035,R1,2030,windturbine,A1,newcapa,power,0
1225,2035,R1,2030,windturbine,A1,newcapa,power,0
1226,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1227,2035,R1,2025,gasboiler,A3,retrofit,residential,8.82E-09
1228,2035,R1,2030,windturbine,A1,retrofit,power,0
1229,2055,R1,2025,gasboiler,A3,retrofit,residential,2.25E-05
1230,2060,R1,2040,gasboiler,A1,newcapa,residential,0
1231,2030,R1,2025,heatpump,A1,retrofit,residential,0.454115027
1232,2025,R1,2025,windturbine,A1,newcapa,power,0
1233,2035,R1,2025,windturbine,A1,retrofit,power,0
1234,2035,R1,2025,windturbine,A1,newcapa,power,0
1235,2055,R1,2030,windturbine,A1,newcapa,power,0
1236,2060,R1,2050,gasboiler,A3,newcapa,residential,0
1237,2035,R1,2025,gasboiler,A2,retrofit,residential,0.208312594
1238,2050,R1,2040,gasboiler,A3,newcapa,residential,0
1239,2040,R1,2040,gasboiler,A3,retrofit,residential,0
1240,2060,R1,2025,gasCCGT,A1,newcapa,power,0
1241,2030,R1,2030,heatpump,A1,newcapa,residential,0
1242,2040,R1,2025,gasboiler,A3,retrofit,residential,0
1243,2035,R1,2035,gasboiler,A2,retrofit,residential,0
1244,2050,R1,2045,gasboiler,A3,newcapa,residential,0
1245,2040,R1,2025,gasboiler,A1,retrofit,residential,1.17E-05
1246,2030,R1,2025,gasboiler,A2,retrofit,residential,306.702.600.822
1247,2035,R1,2025,windturbine,A1,retrofit,power,0
1248,2040,R1,2030,gasboiler,A3,retrofit,residential,0
1249,2060,R1,2035,gasboiler,A3,newcapa,residential,0
1250,2035,R1,2035,gasboiler,A1,retrofit,residential,0
1251,2035,R1,2030,windturbine,A1,retrofit,power,0
1252,2040,R1,2025,gasboiler,A2,retrofit,residential,6.96E-05
1253,2035,R1,2025,gasboiler,A3,retrofit,residential,548.880.108.392
1254,2030,R1,2030,heatpump,A2,retrofit,residential,0
1255,2045,R1,2030,windturbine,A1,retrofit,power,0
1256,2040,R1,2025,gasCCGT,A1,newcapa,power,0
1257,2035,R1,2025,gasCCGT,A1,newcapa,power,0
1258,2055,R1,2045,gasboiler,A3,newcapa,residential,0
1259,2060,R1,2045,gasboiler,A1,newcapa,residential,0
1260,2060,R1,2025,gasCCGT,A1,newcapa,power,0
1261,2025,R1,2025,gasboiler,A1,retrofit,residential,0.838343611
1262,2055,R1,2055,gasboiler,A2,retrofit,residential,0
1263,2040,R1,2035,gasboiler,A1,retrofit,residential,0
1264,2030,R1,2025,windturbine,A1,newcapa,power,0
1265,2025,R1,2025,gasboiler,A1,newcapa,residential,0
1266,2060,R1,2025,windturbine,A1,newcapa,power,0
1267,2060,R1,2025,gasboiler,A1,newcapa,residential,0
1268,2060,R1,2050,gasboiler,A1,retrofit,residential,0
1269,2060,R1,2050,gasboiler,A2,newcapa,residential,0
1270,2060,R1,2045,gasboiler,A2,newcapa,residential,0
1271,2030,R1,2030,windturbine,A1,retrofit,power,0
1272,2055,R1,2045,gasboiler,A1,newcapa,residential,0
1273,2040,R1,2040,gasboiler,A3,newcapa,residential,0
1274,2035,R1,2035,gasboiler,A3,retrofit,residential,0
1275,2050,R1,2030,windturbine,A1,newcapa,power,0
1276,2045,R1,2025,windturbine,A1,retrofit,power,0
1277,2045,R1,2025,gasboiler,A3,retrofit,residential,0
1278,2055,R1,2040,gasboiler,A1,newcapa,residential,0
1279,2055,R1,2045,gasboiler,A3,retrofit,residential,0.922223424
1280,2050,R1,2025,windturbine,A1,newcapa,power,0
1281,2045,R1,2030,windturbine,A1,newcapa,power,0
1282,2060,R1,2055,gasboiler,A3,newcapa,residential,0
1283,2030,R1,2030,heatpump,A1,newcapa,residential,0
1284,2030,R1,2025,gasboiler,A3,retrofit,residential,0
1285,2030,R1,2030,windturbine,A1,retrofit,power,0
1286,2035,R1,2035,gasboiler,A3,retrofit,residential,0
1287,2045,R1,2045,gasboiler,A2,retrofit,residential,0
1288,2060,R1,2050,gasboiler,A2,newcapa,residential,0
1289,2060,R1,2030,windturbine,A1,newcapa,power,0
1290,2035,R1,2030,gasboiler,A3,retrofit,residential,0
1291,2040,R1,2030,windturbine,A1,newcapa,power,0
1292,2055,R1,2050,gasboiler,A2,newcapa,residential,0
1293,2040,R1,2025,gasboiler,A3,retrofit,residential,0
1294,2045,R1,2035,gasboiler,A3,retrofit,residential,0.230951679
1295,2030,R1,2025,gasboiler,A1,retrofit,residential,0
1296,2025,R1,2025,gasboiler,A3,newcapa,residential,0
1297,2060,R1,2050,gasboiler,A1,newcapa,residential,0
1298,2060,R1,2055,gasboiler,A1,retrofit,residential,0.370079445
1299,2050,R1,2030,windturbine,A1,newcapa,power,0
1300,2060,R1,2025,gasCCGT,A1,retrofit,power,0
1301,2050,R1,2045,gasboiler,A1,newcapa,residential,0
1302,2040,R1,2040,gasboiler,A3,retrofit,residential,0
1303,2040,R1,2025,gasCCGT,A1,retrofit,power,0
1304,2060,R1,2035,gasboiler,A1,newcapa,residential,0
1305,2035,R1,2030,heatpump,A2,retrofit,residential,0.015127114
1306,2045,R1,2045,gasboiler,A3,newcapa,residential,0
1307,2035,R1,2025,windturbine,A1,newcapa,power,0
1308,2055,R1,2045,gasboiler,A1,newcapa,residential,0
1309,2025,R1,2025,gasboiler,A2,retrofit,residential,0
1310,2025,R1,2025,windturbine,A1,retrofit,power,0
1311,2060,R1,2045,gasboiler,A3,newcapa,residential,0
1312,2035,R1,2025,windturbine,A1,retrofit,power,0
1313,2060,R1,2025,gasboiler,A3,newcapa,residential,0
1314,2060,R1,2035,gasboiler,A1,newcapa,residential,0
1315,2025,R1,2025,windturbine,A1,retrofit,power,0
1316,2045,R1,2025,gasboiler,A2,retrofit,residential,0
1317,2040,R1,2030,windturbine,A1,retrofit,power,0
1318,2030,R1,2025,windturbine,A1,retrofit,power,0
1319,2045,R1,2025,gasCCGT,A1,retrofit,power,0
1320,2025,R1,2025,windturbine,A1,newcapa,power,0
1321,2050,R1,2040,gasboiler,A2,newcapa,residential,0
1322,2045,R1,2035,gasboiler,A1,retrofit,residential,0
1323,2055,R1,2050,gasboiler,A3,retrofit,residential,0.589618261
1324,2055,R1,2045,gasboiler,A2,newcapa,residential,0
1325,2030,R1,2030,heatpump,A2,retrofit,residential,0
1326,2055,R1,2055,gasboiler,A3,retrofit,residential,0
1327,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1328,2060,R1,2040,gasboiler,A2,newcapa,residential,0
1329,2045,R1,2045,gasboiler,A1,retrofit,residential,0
1330,2050,R1,2045,gasboiler,A2,retrofit,residential,670.572.296.004
1331,2030,R1,2030,windturbine,A1,retrofit,power,0
1332,2050,R1,2025,gasCCGT,A1,newcapa,power,0
1333,2060,R1,2045,gasboiler,A3,newcapa,residential,0
1334,2040,R1,2030,heatpump,A2,retrofit,residential,0.408432023
1335,2055,R1,2055,gasboiler,A3,retrofit,residential,0
1336,2055,R1,2025,gasboiler,A1,retrofit,residential,0
1337,2055,R1,2025,windturbine,A1,newcapa,power,0
1338,2025,R1,2025,windturbine,A1,retrofit,power,0
1339,2045,R1,2045,gasboiler,A3,retrofit,residential,0
1340,2060,R1,2045,gasboiler,A3,newcapa,residential,0
1341,2060,R1,2025,gasboiler,A2,retrofit,residential,0
1342,2025,R1,2025,heatpump,A1,retrofit,residential,0
1343,2040,R1,2025,windturbine,A1,newcapa,power,0
1344,2025,R1,2025,gasboiler,A1,newcapa,residential,0
1345,2035,R1,2025,windturbine,A1,retrofit,power,0
1346,2050,R1,2035,gasboiler,A2,newcapa,residential,0
1347,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1348,2050,R1,2050,gasboiler,A2,retrofit,residential,0
1349,2045,R1,2035,gasboiler,A1,retrofit,residential,0
1350,2055,R1,2025,gasboiler,A1,newcapa,residential,0
1351,2035,R1,2025,gasboiler,A1,retrofit,residential,218.181.168.355
1352,2035,R1,2025,gasboiler,A3,retrofit,residential,0
1353,2050,R1,2030,windturbine,A1,newcapa,power,0
1354,2040,R1,2035,gasboiler,A2,retrofit,residential,0
1355,2050,R1,2025,gasboiler,A3,retrofit,residential,8.80E-09
1356,2045,R1,2025,windturbine,A1,newcapa,power,0
1357,2040,R1,2030,windturbine,A1,newcapa,power,0
1358,2060,R1,2040,gasboiler,A3,newcapa,residential,0
1359,2035,R1,2035,gasboiler,A2,retrofit,residential,0
1360,2035,R1,2035,gasboiler,A2,retrofit,residential,0
1361,2055,R1,2025,windturbine,A1,newcapa,power,0
1362,2025,R1,2025,windturbine,A1,retrofit,power,0
1363,2030,R1,2025,gasboiler,A3,retrofit,residential,0.20804945
1364,2030,R1,2030,windturbine,A1,retrofit,power,0
1365,2055,R1,2035,gasboiler,A3,newcapa,residential,0
1366,2045,R1,2025,windturbine,A1,newcapa,power,0
1367,2030,R1,2025,gasboiler,A2,retrofit,residential,0
1368,2030,R1,2030,gasboiler,A3,retrofit,residential,0
1369,2060,R1,2055,gasboiler,A1,newcapa,residential,0
1370,2035,R1,2030,gasboiler,A3,retrofit,residential,0.139648311
1371,2030,R1,2025,gasboiler,A2,retrofit,residential,0
1372,2050,R1,2025,gasboiler,A2,newcapa,residential,0
1373,2060,R1,2025,gasboiler,A3,newcapa,residential,0
1374,2030,R1,2030,heatpump,A2,retrofit,residential,0
1375,2040,R1,2030,windturbine,A1,newcapa,power,0
1376,2040,R1,2025,gasCCGT,A1,retrofit,power,0
1377,2025,R1,2025,gasboiler,A3,retrofit,residential,0
1378,2035,R1,2025,windturbine,A1,retrofit,power,0
1379,2030,R1,2030,heatpump,A1,newcapa,residential,0
1380,2040,R1,2035,gasboiler,A2,retrofit,residential,0
1381,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1382,2060,R1,2040,gasboiler,A3,newcapa,residential,0
1383,2035,R1,2025,windturbine,A1,newcapa,power,0
1384,2060,R1,2025,gasboiler,A3,retrofit,residential,0
1385,2035,R1,2035,gasboiler,A3,newcapa,residential,0
1386,2060,R1,2025,gasboiler,A3,retrofit,residential,9.57E-09
1387,2030,R1,2025,gasboiler,A3,retrofit,residential,0.914168969
1388,2035,R1,2035,gasboiler,A2,newcapa,residential,0
1389,2060,R1,2060,gasboiler,A2,retrofit,residential,0
1390,2050,R1,2040,gasboiler,A3,retrofit,residential,428.726.554.356
1391,2030,R1,2025,windturbine,A1,newcapa,power,0
1392,2055,R1,2035,gasboiler,A3,newcapa,residential,0
1393,2045,R1,2035,gasboiler,A2,retrofit,residential,0.230951679
1394,2060,R1,2025,gasboiler,A2,newcapa,residential,0
1395,2050,R1,2025,gasboiler,A2,newcapa,residential,0
1396,2050,R1,2050,gasboiler,A2,retrofit,residential,0
1397,2060,R1,2025,gasboiler,A3,retrofit,residential,2.88E-09
1398,2025,R1,2025,gasboiler,A2,retrofit,residential,0
1399,2055,R1,2040,gasboiler,A1,newcapa,residential,0
1400,2060,R1,2035,gasboiler,A3,newcapa,residential,0
1401,2040,R1,2035,gasboiler,A1,retrofit,residential,0
1402,2060,R1,2045,gasboiler,A2,newcapa,residential,0
1403,2025,R1,2025,gasboiler,A2,newcapa,residential,0
1404,2060,R1,2050,gasboiler,A3,retrofit,residential,0
1405,2040,R1,2025,gasboiler,A2,retrofit,residential,8.80E-09
1406,2035,R1,2025,gasCCGT,A1,retrofit,power,0
1407,2045,R1,2025,gasboiler,A1,retrofit,residential,0
1408,2040,R1,2035,gasboiler,A3,retrofit,residential,0.770668544
1409,2035,R1,2025,gasboiler,A2,retrofit,residential,0
1410,2060,R1,2055,gasboiler,A2,retrofit,residential,0
1411,2050,R1,2025,gasboiler,A3,retrofit,residential,0
1412,2035,R1,2025,gasboiler,A1,retrofit,residential,9.29E-05
1413,2060,R1,2050,gasboiler,A2,retrofit,residential,0.589618261
1414,2025,R1,2025,windturbine,A1,retrofit,power,0
1415,2055,R1,2025,gasboiler,A3,newcapa,residential,0
1416,2050,R1,2040,gasboiler,A1,retrofit,residential,0
1417,2050,R1,2035,gasboiler,A3,newcapa,residential,0
1418,2035,R1,2025,gasboiler,A2,retrofit,residential,0
1419,2045,R1,2025,windturbine,A1,newcapa,power,0
1420,2055,R1,2030,windturbine,A1,retrofit,power,0
1421,2050,R1,2045,gasboiler,A3,newcapa,residential,0
1422,2030,R1,2030,heatpump,A1,retrofit,residential,0
1423,2060,R1,2045,gasboiler,A3,newcapa,residential,0
1424,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1425,2030,R1,2025,windturbine,A1,newcapa,power,0
1426,2060,R1,2055,gasboiler,A1,retrofit,residential,968.195.469.755
1427,2050,R1,2025,windturbine,A1,retrofit,power,0
1428,2050,R1,2045,gasboiler,A3,retrofit,residential,0
1429,2030,R1,2030,heatpump,A2,newcapa,residential,0
1430,2050,R1,2030,windturbine,A1,retrofit,power,0
1431,2035,R1,2025,windturbine,A1,retrofit,power,0
1432,2045,R1,2035,gasboiler,A3,retrofit,residential,0
1433,2055,R1,2050,gasboiler,A2,retrofit,residential,0
1434,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1435,2060,R1,2050,gasboiler,A2,newcapa,residential,0
